LID,Glottocode,Language,SelectorID,SelectorLabel,SelectorType,SelectorTypeBinned,IsSelectorSurveyComplete,MarkerID,SelectedRole,ReferentialCondition,CoargumentRoleCondition,CoargumentReferentialCondition,PredicateClassID,SemanticCondition,SyntacticDomainCondition,ClauseRankCondition,CategoryCondition,DiathesisCondition,PolarityCondition
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,S,,,,1,default,,,,,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,Atr,high,,,2,default,,,,sympromA,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,Aditr,high,,,3,default,,,,sympromA,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,P,high,,,2,default,,,,sympromP,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,G,high,,,3,default,,,,sympromG,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,T,high,,,3,default,,,,sympromP,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,Atr,high,,,635,default,,,,sympromA,
35,belh1239,Belhare,60,internally headed relativisation,switch-reference (controller),controller,TRUE,,P,high,,,635,default,,,,sympromP,
340,russ1263,Russian,104,DAT case,case marker or adposition,case,TRUE,98,G,,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,104,DAT case,case marker or adposition,case,TRUE,98,S,,,,136,default,,main,,ACT,AFF
340,russ1263,Russian,104,DAT case,case marker or adposition,case,TRUE,98,Atr,,,,23,default,,main,,ACT,AFF
340,russ1263,Russian,104,DAT case,case marker or adposition,case,TRUE,98,P,,,,22,default,,main,,ACT,AFF
35,belh1239,Belhare,14,participial relative clause,relativization site,controllee,TRUE,2032,S,,,,1,default,,,,ACT,AFF
35,belh1239,Belhare,14,participial relative clause,relativization site,controllee,TRUE,2032,Atr,,,,2,default,,,,ACT,AFF
35,belh1239,Belhare,14,participial relative clause,relativization site,controllee,TRUE,2032,Aditr,,,,3,default,,,,ACT,AFF
35,belh1239,Belhare,14,participial relative clause,relativization site,controllee,TRUE,2032,Atr,,,,102,default,,,,ACT,AFF
35,belh1239,Belhare,14,participial relative clause,relativization site,controllee,TRUE,2032,Atr,,,,103,default,,,,ACT,AFF
340,russ1263,Russian,105,LOC1 case,case marker or adposition,case,TRUE,99,Atr,,,,36,default,,main,,ACT,AFF
340,russ1263,Russian,105,LOC1 case,case marker or adposition,case,TRUE,99,ADJ,,,,,default,,main,,ACT,AFF
340,russ1263,Russian,105,LOC1 case,case marker or adposition,case,TRUE,99,P,,,,568,default,,main,,ACT,AFF
340,russ1263,Russian,105,LOC1 case,case marker or adposition,case,TRUE,99,S,,,,684,default,,main,,ACT,AFF
340,russ1263,Russian,105,LOC1 case,case marker or adposition,case,TRUE,99,G,,,,691,default,,main,,ACT,AFF
74,stan1293,English,797,,,,FALSE,,,,,,,,,,,,
340,russ1263,Russian,106,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,95,S,,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,106,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,95,Atr,,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,106,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,95,Aditr,,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,106,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,95,S,,,,1,default,,main,340_PST,ACT,
340,russ1263,Russian,106,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,95,Atr,,,,2,default,,main,340_PST,ACT,
340,russ1263,Russian,106,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,95,Aditr,,,,3,default,,main,340_PST,ACT,
340,russ1263,Russian,107,promoting passive,promoting passive/antipassive,diathesis,FALSE,,P,,,,2,default,,main,,n.a.,
340,russ1263,Russian,107,promoting passive,promoting passive/antipassive,diathesis,FALSE,,T,,,,3,default,,main,,n.a.,
340,russ1263,Russian,107,promoting passive,promoting passive/antipassive,diathesis,FALSE,,P,,,,135,default,,main,,n.a.,AFF
340,russ1263,Russian,107,promoting passive,promoting passive/antipassive,diathesis,FALSE,,P,,,,137,default,,main,,n.a.,AFF
340,russ1263,Russian,108,Conjunction reduction (controller),conjunction reduction (controller),controller,FALSE,,S,,,,1,default,,,,ACT,
340,russ1263,Russian,108,Conjunction reduction (controller),conjunction reduction (controller),controller,FALSE,,Atr,,,,2,default,,,,ACT,
340,russ1263,Russian,108,Conjunction reduction (controller),conjunction reduction (controller),controller,FALSE,,Aditr,,,,3,default,,,,ACT,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,S,,,,1,default,,main,,ACT,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,Atr,N-high,,,2,default,,main,,sympromA,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,P,N-high,,,2,default,,main,,sympromP,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,Aditr,N-high,,,3,default,,main,,sympromA,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,G,N-high,,,3,default,,main,,sympromG,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,T,N-high,,,3,default,,main,,sympromP,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,Atr,N-high,,,635,default,,main,,sympromA,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,P,N-high,,,635,default,,main,,sympromP,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,ADJ,N-high,,,,default,,main,,sympromADJ,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,Atr,Pro-high,,,2,default,,main,,sympromA,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,P,Pro-high,,,2,default,,main,,sympromP,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,Aditr,Pro-high,,,3,default,,main,,sympromA,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,G,Pro-high,,,3,default,,main,,sympromG,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,T,Pro-high,,,3,default,,main,,sympromP,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,Atr,Pro-high,,,635,default,,main,,sympromA,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,P,Pro-high,,,635,default,,main,,sympromP,
362,taga1270,Tagalog,95,NOM case,case marker or adposition,case,FALSE,103,ADJ,Pro-high,,,,default,,main,,sympromADJ,
32,basq1248,Basque,1,ERG case,case marker or adposition,case,TRUE,375,Atr,,,,2,default,,main,,ACT,AFF
32,basq1248,Basque,1,ERG case,case marker or adposition,case,TRUE,375,Aditr,,,,3,default,,main,,ACT,AFF
32,basq1248,Basque,1,ERG case,case marker or adposition,case,TRUE,375,S,,,,179,default,,main,,ACT,AFF
32,basq1248,Basque,1,ERG case,case marker or adposition,case,TRUE,375,Atr,,,,180,default,,main,,ACT,AFF
32,basq1248,Basque,1,ERG case,case marker or adposition,case,TRUE,375,Aditr,,,,181,default,,main,,ACT,AFF
32,basq1248,Basque,1,ERG case,case marker or adposition,case,TRUE,375,Aditr,,,,182,default,,main,,ACT,AFF
362,taga1270,Tagalog,668,controllee of non-finite complement,controllee of control/raising construction (shared arg),controllee,TRUE,,S,,,,1,default,,,,,
362,taga1270,Tagalog,668,controllee of non-finite complement,controllee of control/raising construction (shared arg),controllee,TRUE,,Atr,,,,2,default,,,,,
362,taga1270,Tagalog,668,controllee of non-finite complement,controllee of control/raising construction (shared arg),controllee,TRUE,,Aditr,,,,3,default,,,,,
362,taga1270,Tagalog,668,controllee of non-finite complement,controllee of control/raising construction (shared arg),controllee,TRUE,,Atr,,,,635,default,,,,,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,S,,,,1,default,,main,,,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,Atr,high,,,2,default,,main,,sympromA,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,P,high,,,2,default,,main,,sympromP,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,Aditr,high,,,3,default,,main,,sympromA,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,G,high,,,3,default,,main,,sympromG,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,T,high,,,3,default,,main,,sympromP,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,Atr,high,,,635,default,,main,,sympromA,
362,taga1270,Tagalog,40,relativization site,relativization site,controllee,TRUE,,P,high,,,635,default,,main,,sympromP,
340,russ1263,Russian,2,conjunction reduction (controllee),conj. reduction (controllee) (deleted arg),controllee,TRUE,,S,,,,1,default,,,,ACT,
340,russ1263,Russian,2,conjunction reduction (controllee),conj. reduction (controllee) (deleted arg),controllee,TRUE,,Atr,,,,2,default,,,,ACT,
340,russ1263,Russian,2,conjunction reduction (controllee),conj. reduction (controllee) (deleted arg),controllee,TRUE,,Aditr,,,,3,default,,,,ACT,
199,nama1264,Nama,109,AGR,agreement (grammatical),agreement (syntax),TRUE,313,S,,,,1,default,,main,,ACT,
199,nama1264,Nama,109,AGR,agreement (grammatical),agreement (syntax),TRUE,313,Atr,,,,2,default,,main,,ACT,
199,nama1264,Nama,109,AGR,agreement (grammatical),agreement (syntax),TRUE,313,Aditr,,,,3,default,,main,,ACT,
9,achi1257,Acehnese,145,controllee of control construction (NO GR),controllee of control/raising construction (shared arg),controllee,TRUE,,,,,,,,,,,,
404,warl1254,Warlpiri,1259,,,,FALSE,,,,,,,,,,,,
35,belh1239,Belhare,1260,,,,FALSE,,,,,,,,,,,,
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,P,,,,135,default,,main,,ACT,AFF
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,P,,,,21,default,,main,,ACT,AFF
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,Atr,,,,2,default,,main,,promP & demA,AFF
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,Aditr,,,,3,default,,main,,promP & demA,AFF
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,Atr,,,,135,default,,main,,promP & demA,AFF
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,ADJ,,,,,default,,main,,ACT,AFF
340,russ1263,Russian,5,INS case,case marker or adposition,case,TRUE,1616,T,,,,566,default,,main,,ACT,AFF
110,icel1247,Icelandic,1261,,,,FALSE,,,,,,,,,,,,
455,cent2127,Yup’ik (Central),1262,,,,FALSE,,,,,,,,,,,,
361,swah1253,Swahili,1263,,,,FALSE,,,,,,,,,,,,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,S,,,,1,default,,main,,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,Atr,,,,2,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,Aditr,,,,3,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,P,,,,2,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,T,,,,3,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,P,,,,878,default,,main,,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,Atr,,,,404,non-volitional,,main,99_PTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,S,,,,877,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,Atr,,,,880,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,97,AGR,agreement (grammatical),agreement (syntax),TRUE,31,P,,,,880,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,S,,,,1,default,,main,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,Atr,,,,2,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,Aditr,,,,3,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,P,N-low,,,2,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,T,,,,3,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,Atr,,,,18,default,,main,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,P,,,,405,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,S,,,,19,non-volitional,,main,99_PTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,S,,,,19,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,Atr,,,,404,non-volitional,,main,99_PTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,Atr,,,,404,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,P,N-low,,,18,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,P,N-low,,,404,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,P,,,,39,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,T,N-low,,,832,default,,,,ACT,
99,hind1269,Hindi,94,NOM case,case marker or adposition,case,TRUE,28,Aditr,,,,832,default,,main,99_NPTCP,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,G,,,,3,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,P,Pro,,,2,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,P,N-high,,,2,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,S,,,,63,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,Atr,,,,405,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,P,N-high,,,18,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,P,Pro,,,18,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,P,N-high,,,404,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,P,Pro,,,404,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,T,N-high,,,832,default,,,,ACT,
99,hind1269,Hindi,93,DAT case,case marker or adposition,case,TRUE,30,T,Pro,,,832,default,,,,ACT,
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,S,,,,1,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Aditr,,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,,,,23,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,24,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,21,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,22,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,,,,135,default,,main,,promP & demA,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,,,,2,default,,main,,promP & demA,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,,,,3,default,,main,,promP & demA,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,,,,137,default,,main,,promP & demA,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,,,,36,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,135,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,137,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,N3-sg340,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,N1-sg-inanim340,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,N-pl-inanim,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,N-pl-inanim,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,N3-sg340,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,N1-sg-inanim340,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Aditr,,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,G,N1-sg-inanim340,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,G,N3-sg340,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,G,N-pl-inanim,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,N1-sg-inanim340,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,N3-sg340,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,T,N-pl-inanim,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Aditr,,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,568,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Aditr,,,,691,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,P,,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,N1-sg-inanim340,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,N3-sg340,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,N-pl-inanim,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,814,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,815,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,816,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,817,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,819,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,818,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,820,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Atr,,,,821,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,Aditr,,,,822,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,G,N1-sg-inanim340,,,822,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,G,N3-sg340,,,822,default,,main,,ACT,AFF
340,russ1263,Russian,102,NOM case,case marker or adposition,case,TRUE,96,G,N-pl-inanim,,,822,default,,main,,ACT,AFF
420,yima1243,Yimas,1264,,,,FALSE,,,,,,,,,,,,
420,yima1243,Yimas,1265,,,,FALSE,,,,,,,,,,,,
361,swah1253,Swahili,1266,,,,FALSE,,,,,,,,,,,,
74,stan1293,English,15,control/raising,controllee of control/raising construction (shared arg),controllee,FALSE,,S,,,,1,default,,,,ACT,
74,stan1293,English,15,control/raising,controllee of control/raising construction (shared arg),controllee,FALSE,,Atr,,,,2,default,,,,ACT,
74,stan1293,English,15,control/raising,controllee of control/raising construction (shared arg),controllee,FALSE,,Aditr,,,,3,default,,,,ACT,
74,stan1293,English,15,control/raising,controllee of control/raising construction (shared arg),controllee,FALSE,,P,,,,2,default,,,,promP & demA,
74,stan1293,English,15,control/raising,controllee of control/raising construction (shared arg),controllee,FALSE,,G,,,,3,default,,,,promP & demA,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,S,,,,1,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,P,,,,2,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,T,,,,3,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,P,,,,28,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,Atr,,,,33,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,Atr,,,,30,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,T,,,,393,default,,main,,ACT,
162,lezg1247,Lezgi,3,NOM case,case marker or adposition,case,TRUE,1624,ADJ,,,,,default,,main,,ACT,
420,yima1243,Yimas,1267,,,,FALSE,,,,,,,,,,,,
162,lezg1247,Lezgi,6,Nonfinite construction (shared),non-finite construction (controllee),controllee,TRUE,,S,,,,1,default,,,,ACT,
162,lezg1247,Lezgi,6,Nonfinite construction (shared),non-finite construction (controllee),controllee,TRUE,,Atr,,,,2,default,,,,ACT,
162,lezg1247,Lezgi,6,Nonfinite construction (shared),non-finite construction (controllee),controllee,TRUE,,Aditr,,,,3,default,,,,ACT,
162,lezg1247,Lezgi,6,Nonfinite construction (shared),non-finite construction (controllee),controllee,TRUE,,Atr,,,,28,default,,,,ACT,
162,lezg1247,Lezgi,6,Nonfinite construction (shared),non-finite construction (controllee),controllee,TRUE,,Atr,,,,29,default,,,,ACT,
162,lezg1247,Lezgi,6,Nonfinite construction (shared),non-finite construction (controllee),controllee,TRUE,,S,,,,32,default,,,,ACT,
162,lezg1247,Lezgi,84,,,,FALSE,,,,,,,,,,,,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,G,,,,3,default,,main,,ACT,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,Atr,,,,28,default,,main,,ACT,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,Atr,,,,29,default,,main,,ACT,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,P,,,,33,default,,main,,ACT,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,POSS,,,,,default,,main,,ACT,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,ADJ,,,,,default,,main,,ACT,
162,lezg1247,Lezgi,8,DAT case,case marker or adposition,case,TRUE,1623,S,,,,32,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,S,,,,1,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,2plPro,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Aditr,2plPro,,,3,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,P,N-low,,,2,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,T,,,,3,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,,,,2,default,,main,2081_NPTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Aditr,,,,3,default,,main,2081_NPTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,P,,,,332,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,T,,,,52,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Aditr,,,,52,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,1sgPro,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Aditr,1sgPro,,,3,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,1plPro,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Aditr,1plPro,,,3,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,2sgPro,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Aditr,2sgPro,,,3,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,,,,394,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,P,N-low,,,394,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,,,,395,default,,main,,ACT,
2081,mara1378,Marathi,82,NOM case,case marker or adposition,case,TRUE,1626,Atr,,,,396,default,,main,,ACT,
2081,mara1378,Marathi,81,ERG case,case marker or adposition,case,TRUE,1627,Atr,N,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,81,ERG case,case marker or adposition,case,TRUE,1627,Atr,3sgPro,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,81,ERG case,case marker or adposition,case,TRUE,1627,Atr,3plPro,,,2,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,81,ERG case,case marker or adposition,case,TRUE,1627,Aditr,N,,,3,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,81,ERG case,case marker or adposition,case,TRUE,1627,Aditr,3sgPro,,,3,default,,main,2081_PTCP,ACT,
2081,mara1378,Marathi,81,ERG case,case marker or adposition,case,TRUE,1627,Aditr,3plPro,,,3,default,,main,2081_PTCP,ACT,
404,warl1254,Warlpiri,1269,,,,FALSE,,,,,,,,,,,,
