"LID","NPLocusDistribution","NPPossClassificationType","NPPossBoundNouns.n","NPPossBoundNouns.Presence","NPPossClassesMultiple.Presence","NPAlienableClasses.n","NPAlienableClasses.Presence","NPInalienableClasses.n","NPInalienableClasses.Presence","NPPossClasses.n","NPPossClasses.Presence","NPPossClassificationAny.Presence"
515,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
27,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
157,"None",,,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
497,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
99,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
171,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
460,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
503,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
118,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
581,"None",,,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
202,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
78,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
469,"None",,0,"none",FALSE,,,,,0,FALSE,FALSE
74,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
333,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
500,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
494,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
340,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
502,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
499,"None",,0,"none",FALSE,0,FALSE,0,FALSE,1,FALSE,FALSE
550,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
492,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
466,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
87,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
518,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
56,"Alienable D, inalienable D",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
114,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
569,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
463,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
362,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
374,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
504,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
642,"None",,0,"none",FALSE,0,FALSE,0,FALSE,2,TRUE,TRUE
634,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
418,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
197,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
79,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
176,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
420,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
456,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
141,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
32,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
162,"None",,0,"none",FALSE,0,FALSE,0,FALSE,1,FALSE,FALSE
186,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
429,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
491,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
583,,,,,,0,FALSE,0,FALSE,,,
221,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
86,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
44,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
501,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
375,"None",,0,"none",FALSE,0,FALSE,0,FALSE,1,FALSE,FALSE
683,,,,,,0,FALSE,0,FALSE,,,
685,"None",,,,,0,FALSE,0,FALSE,,,
98,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
361,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
421,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
464,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
533,"None",,,,,0,FALSE,0,FALSE,,,
299,,,0,"none",FALSE,0,FALSE,0,FALSE,1,FALSE,FALSE
372,"None",,,,,,,,,,,
70,"Alienable D, inalienable H",,1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
332,,,1,"some",,,,,,,,FALSE
414,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
377,,,,,,,,,,,,
140,"Alienable H, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
184,,,,,,,,,,,,
498,,,0,"none",FALSE,,,,,1,FALSE,FALSE
577,,,,,,,,,,,,
132,,,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
16,"Alienable D, inalienable H",,,,FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
338,,"classificatory",1,"some",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
428,"Alienable H, inalienable H","classificatory",2,"some",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
47,,"classificatory",0,"none",FALSE,,,,,10,TRUE,TRUE
461,"Alienable H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
40,"Alienable D, inalienable H","classificatory",4,"some",TRUE,1,TRUE,4,TRUE,4,TRUE,TRUE
365,"Alienable D, inalienable H","classificatory",1,"some",FALSE,,,2,TRUE,2,TRUE,TRUE
181,"Alienable D, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
527,"Alienable D+H, inalienable D+H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
198,"Alienable D, inalienable H","classificatory",0,"none",TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
170,"Alienable D, inalienable split","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
112,"Alienable D, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
319,,"classificatory",0,"none",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
